Date,Reference Number,Journal Type,GL_Account,Description,Debit,Credit,Notes
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 423 - Merchant Order ID: 702-6291395-0421860
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,6.99,Row ID: 424 - Merchant Order ID: 702-6291395-0421860
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,6.99,Row ID: 421 - Merchant Order ID: 702-6291395-0421860
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.83,0.0,Row ID: 422 - Merchant Order ID: 702-6291395-0421860
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.83,0.0,Row ID: 324 - Merchant Order ID: 701-2878968-6056244
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 325 - Merchant Order ID: 701-2878968-6056244
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,6.99,Row ID: 326 - Merchant Order ID: 701-2878968-6056244
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 322 - Merchant Order ID: 701-2878968-6056244
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,6.99,Row ID: 323 - Merchant Order ID: 701-2878968-6056244
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 402 - Merchant Order ID: 701-1304616-2825843
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 400 - Merchant Order ID: 701-1304616-2825843
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,7.95,0.0,Row ID: 401 - Merchant Order ID: 701-1304616-2825843
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,6.12,0.0,Row ID: 488 - Merchant Order ID: 701-1188530-2429800
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,5.62,0.0,Row ID: 489 - Merchant Order ID: 701-1188530-2429800
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,3.49,Row ID: 490 - Merchant Order ID: 701-1188530-2429800
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,34.99,Row ID: 486 - Merchant Order ID: 701-1188530-2429800
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,3.49,Row ID: 487 - Merchant Order ID: 701-1188530-2429800
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,6.12,0.0,Row ID: 310 - Merchant Order ID: 701-9529367-6800247
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,5.62,0.0,Row ID: 311 - Merchant Order ID: 701-9529367-6800247
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,2.33,Row ID: 312 - Merchant Order ID: 701-9529367-6800247
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,2.33,Row ID: 309 - Merchant Order ID: 701-9529367-6800247
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,34.99,Row ID: 308 - Merchant Order ID: 701-9529367-6800247
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,3.49,Row ID: 387 - Merchant Order ID: 701-9060804-5232255
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.25,0.0,Row ID: 388 - Merchant Order ID: 701-9060804-5232255
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 389 - Merchant Order ID: 701-9060804-5232255
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 386 - Merchant Order ID: 701-9060804-5232255
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,3.49,Row ID: 390 - Merchant Order ID: 701-9060804-5232255
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 482 - Merchant Order ID: 702-9550393-5627437
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,7.71,0.0,Row ID: 483 - Merchant Order ID: 702-9550393-5627437
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 484 - Merchant Order ID: 702-9550393-5627437
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 354 - Merchant Order ID: 702-9405931-7315405
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,6.99,Row ID: 355 - Merchant Order ID: 702-9405931-7315405
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.11,0.0,Row ID: 356 - Merchant Order ID: 702-9405931-7315405
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 357 - Merchant Order ID: 702-9405931-7315405
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,6.99,Row ID: 358 - Merchant Order ID: 702-9405931-7315405
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 344 - Merchant Order ID: 702-4452336-4263438
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 342 - Merchant Order ID: 702-4452336-4263438
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.11,0.0,Row ID: 343 - Merchant Order ID: 702-4452336-4263438
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,34.99,Row ID: 318 - Merchant Order ID: 702-4938486-1222614
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,6.12,0.0,Row ID: 319 - Merchant Order ID: 702-4938486-1222614
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,5.62,0.0,Row ID: 320 - Merchant Order ID: 702-4938486-1222614
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 392 - Merchant Order ID: 702-4258543-5930661
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 394 - Merchant Order ID: 702-4258543-5930661
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.25,0.0,Row ID: 393 - Merchant Order ID: 702-4258543-5930661
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,5.62,0.0,Row ID: 464 - Merchant Order ID: 701-7074412-1658633
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,6.12,0.0,Row ID: 463 - Merchant Order ID: 701-7074412-1658633
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,35.0,Row ID: 462 - Merchant Order ID: 701-7074412-1658633
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 436 - Merchant Order ID: 701-2446287-7285048
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.25,0.0,Row ID: 435 - Merchant Order ID: 701-2446287-7285048
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 434 - Merchant Order ID: 701-2446287-7285048
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.25,0.0,Row ID: 493 - Merchant Order ID: 702-1925088-7362642
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 494 - Merchant Order ID: 702-1925088-7362642
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 492 - Merchant Order ID: 702-1925088-7362642
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,2.94,Row ID: 336 - Merchant Order ID: 702-8069095-7876222
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.25,0.0,Row ID: 334 - Merchant Order ID: 702-8069095-7876222
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 335 - Merchant Order ID: 702-8069095-7876222
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,2.94,Row ID: 333 - Merchant Order ID: 702-8069095-7876222
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,60.0,Row ID: 332 - Merchant Order ID: 702-8069095-7876222
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,34.99,Row ID: 448 - Merchant Order ID: 702-5350612-0669026
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,1.74,Row ID: 449 - Merchant Order ID: 702-5350612-0669026
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,6.12,0.0,Row ID: 450 - Merchant Order ID: 702-5350612-0669026
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,5.62,0.0,Row ID: 451 - Merchant Order ID: 702-5350612-0669026
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,1.74,Row ID: 452 - Merchant Order ID: 702-5350612-0669026
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,6.12,0.0,Row ID: 427 - Merchant Order ID: 701-9563813-0346635
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,34.99,Row ID: 426 - Merchant Order ID: 701-9563813-0346635
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,5.62,0.0,Row ID: 428 - Merchant Order ID: 701-9563813-0346635
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 348 - Merchant Order ID: 702-7388493-7401864
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.11,0.0,Row ID: 347 - Merchant Order ID: 702-7388493-7401864
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 346 - Merchant Order ID: 702-7388493-7401864
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.11,0.0,Row ID: 431 - Merchant Order ID: 702-1538917-3845864
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 430 - Merchant Order ID: 702-1538917-3845864
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/Commission,9.63,0.0,Row ID: 432 - Merchant Order ID: 702-1538917-3845864
2025-09-13,24391894961,both,Amazon.ca Clearing,Order/Principal,0.0,59.99,Row ID: 380 - Merchant Order ID: 701-9363519-6860248
2025-09-13,24391894961,both,Amazon.ca Revenue,Order/Shipping,0.0,1.0,Row ID: 381 - Merchant Order ID: 701-9363519-6860248
2025-09-13,24391894961,both,Amazon FBA Fulfillment Fees,Order/FBAPerUnitFulfillmentFee,8.25,0.0,Row ID: 382 - Merchant Order ID: 701-9363519-6860248
