invoice_number,expected_total,settlement_id,zoho_total,status
AMZN6791445,59.99,24495221541,,missing_in_zoho
AMZN6847436,34.99,24495221541,,missing_in_zoho
AMZN6932254,59.99,24495221541,,missing_in_zoho
AMZN7052260,119.98,24495221541,,missing_in_zoho
AMZN7178647,59.99,24495221541,,missing_in_zoho
AMZN7413809,59.99,24495221541,,missing_in_zoho
AMZN7542648,59.99,24495221541,,missing_in_zoho
AMZN7641811,59.99,24495221541,,missing_in_zoho
AMZN7647452,59.99,24495221541,,missing_in_zoho
AMZN7655468,59.99,24495221541,,missing_in_zoho
AMZN7822628,59.99,24495221541,,missing_in_zoho
AMZN7907443,59.99,24495221541,,missing_in_zoho
AMZN7931465,43.29,24495221541,,missing_in_zoho
AMZN7969855,59.99,24495221541,,missing_in_zoho
AMZN8032216,59.99,24495221541,,missing_in_zoho
AMZN8068259,34.99,24495221541,,missing_in_zoho
AMZN8113815,59.99,24495221541,,missing_in_zoho
AMZN8114621,34.99,24495221541,,missing_in_zoho
AMZN8209028,59.99,24495221541,,missing_in_zoho
AMZN8264245,59.99,24495221541,,missing_in_zoho
AMZN8272226,59.99,24495221541,,missing_in_zoho
AMZN8314637,34.99,24495221541,,missing_in_zoho
AMZN8413841,34.99,24495221541,,missing_in_zoho
AMZN8455414,59.99,24495221541,,missing_in_zoho
AMZN8650628,34.99,24495221541,,missing_in_zoho
AMZN8732224,59.99,24495221541,,missing_in_zoho
AMZN8741861,59.99,24495221541,,missing_in_zoho
AMZN8897833,59.99,24495221541,,missing_in_zoho
AMZN8953806,34.99,24495221541,,missing_in_zoho
AMZN9019460,34.99,24495221541,,missing_in_zoho
AMZN9043428,34.99,24495221541,,missing_in_zoho
AMZN9073816,34.99,24495221541,,missing_in_zoho
AMZN9093033,59.99,24495221541,,missing_in_zoho
AMZN9094603,59.99,24495221541,,missing_in_zoho
AMZN9102603,34.99,24495221541,,missing_in_zoho
AMZN9274605,59.99,24495221541,,missing_in_zoho
AMZN9357846,34.99,24495221541,,missing_in_zoho
AMZN9463441,59.99,24495221541,,missing_in_zoho
AMZN9481808,59.99,24495221541,,missing_in_zoho
AMZN9489859,59.99,24495221541,,missing_in_zoho
AMZN9505847,34.99,24495221541,,missing_in_zoho
AMZN9540237,34.99,24495221541,,missing_in_zoho
AMZN9622613,94.98,24495221541,,missing_in_zoho
AMZN9693023,59.99,24495221541,,missing_in_zoho
AMZN9894652,59.99,24495221541,,missing_in_zoho
AMZN9944204,59.99,24495221541,,missing_in_zoho
AMZN9968203,59.99,24495221541,,missing_in_zoho
AMZN0259420,59.99,24596907561,,missing_in_zoho
AMZN0282634,59.99,24596907561,,missing_in_zoho
AMZN0285060,59.99,24596907561,,missing_in_zoho
AMZN0336257,59.99,24596907561,,missing_in_zoho
AMZN0350661,34.99,24596907561,,missing_in_zoho
AMZN0382663,59.99,24596907561,,missing_in_zoho
AMZN0397002,59.99,24596907561,,missing_in_zoho
AMZN0408214,59.99,24596907561,,missing_in_zoho
AMZN0414655,59.99,24596907561,,missing_in_zoho
AMZN0477801,119.98,24596907561,,missing_in_zoho
AMZN0478648,59.99,24596907561,,missing_in_zoho
AMZN0506661,59.99,24596907561,,missing_in_zoho
AMZN0551449,59.99,24596907561,,missing_in_zoho
AMZN0656257,34.99,24596907561,,missing_in_zoho
AMZN0658618,59.99,24596907561,,missing_in_zoho
AMZN0771415,34.99,24596907561,,missing_in_zoho
AMZN0845817,59.99,24596907561,,missing_in_zoho
AMZN1046653,59.99,24596907561,,missing_in_zoho
AMZN1063451,59.99,24596907561,,missing_in_zoho
AMZN1187448,59.99,24596907561,,missing_in_zoho
AMZN1211437,34.99,24596907561,,missing_in_zoho
AMZN1234669,59.99,24596907561,,missing_in_zoho
AMZN1260256,34.99,24596907561,,missing_in_zoho
AMZN1270630,59.99,24596907561,,missing_in_zoho
AMZN1389065,59.99,24596907561,,missing_in_zoho
AMZN1444267,34.99,24596907561,,missing_in_zoho
AMZN1667436,59.99,24596907561,,missing_in_zoho
AMZN1754644,59.99,24596907561,,missing_in_zoho
AMZN1880201,59.99,24596907561,,missing_in_zoho
AMZN1957039,34.99,24596907561,,missing_in_zoho
AMZN2010638,59.99,24596907561,,missing_in_zoho
AMZN2054639,34.99,24596907561,,missing_in_zoho
AMZN2184218,119.98,24596907561,,missing_in_zoho
AMZN2353866,59.99,24596907561,,missing_in_zoho
AMZN2354644,59.99,24596907561,,missing_in_zoho
AMZN2457844,59.99,24596907561,,missing_in_zoho
AMZN2589845,59.99,24596907561,,missing_in_zoho
AMZN2676242,59.99,24596907561,,missing_in_zoho
AMZN2748237,59.99,24596907561,,missing_in_zoho
AMZN2848216,119.98,24596907561,,missing_in_zoho
AMZN2863407,59.99,24596907561,,missing_in_zoho
AMZN2963413,59.99,24596907561,,missing_in_zoho
AMZN3100225,34.99,24596907561,,missing_in_zoho
AMZN3115461,59.99,24596907561,,missing_in_zoho
AMZN3124221,59.99,24596907561,,missing_in_zoho
AMZN3149822,59.99,24596907561,,missing_in_zoho
AMZN3253022,59.99,24596907561,,missing_in_zoho
AMZN3303457,59.99,24596907561,,missing_in_zoho
AMZN3310614,59.99,24596907561,,missing_in_zoho
AMZN3413005,34.99,24596907561,,missing_in_zoho
AMZN3433023,59.99,24596907561,,missing_in_zoho
AMZN3518636,59.99,24596907561,,missing_in_zoho
AMZN3619461,59.99,24596907561,,missing_in_zoho
AMZN3658626,59.99,24596907561,,missing_in_zoho
AMZN3751426,59.99,24596907561,,missing_in_zoho
AMZN3812211,59.99,24596907561,,missing_in_zoho
AMZN3860211,59.99,24596907561,,missing_in_zoho
AMZN4034633,59.99,24596907561,,missing_in_zoho
AMZN4049066,59.99,24596907561,,missing_in_zoho
AMZN4294604,59.99,24596907561,,missing_in_zoho
AMZN4352236,34.99,24596907561,,missing_in_zoho
AMZN4370615,34.99,24596907561,,missing_in_zoho
AMZN4497828,34.99,24596907561,,missing_in_zoho
AMZN4507460,34.99,24596907561,,missing_in_zoho
AMZN4514654,59.99,24596907561,,missing_in_zoho
AMZN4569859,34.99,24596907561,,missing_in_zoho
AMZN4657856,59.99,24596907561,,missing_in_zoho
AMZN4671456,59.99,24596907561,,missing_in_zoho
AMZN4688244,59.99,24596907561,,missing_in_zoho
AMZN4738660,59.99,24596907561,,missing_in_zoho
AMZN4758606,59.99,24596907561,,missing_in_zoho
AMZN5092255,59.99,24596907561,,missing_in_zoho
AMZN5100700,8.42,24596907561,,missing_in_zoho
AMZN5129827,119.98,24596907561,,missing_in_zoho
AMZN5149832,59.99,24596907561,,missing_in_zoho
AMZN5270639,59.99,24596907561,,missing_in_zoho
AMZN5303411,59.99,24596907561,,missing_in_zoho
AMZN5384266,34.99,24596907561,,missing_in_zoho
AMZN5564258,59.99,24596907561,,missing_in_zoho
AMZN5611425,59.99,24596907561,,missing_in_zoho
AMZN5665052,34.99,24596907561,,missing_in_zoho
AMZN5757822,179.97,24596907561,,missing_in_zoho
AMZN5787456,179.97,24596907561,,missing_in_zoho
AMZN5797868,59.99,24596907561,,missing_in_zoho
AMZN6040252,34.99,24596907561,,missing_in_zoho
AMZN6053047,34.99,24596907561,,missing_in_zoho
AMZN6106620,59.99,24596907561,,missing_in_zoho
AMZN6126618,34.99,24596907561,,missing_in_zoho
AMZN6361000,34.99,24596907561,,missing_in_zoho
AMZN6501004,59.99,24596907561,,missing_in_zoho
AMZN6572229,34.99,24596907561,,missing_in_zoho
AMZN6645035,179.97,24596907561,,missing_in_zoho
AMZN6671424,34.99,24596907561,,missing_in_zoho
AMZN6683430,59.99,24596907561,,missing_in_zoho
AMZN6727421,119.98,24596907561,,missing_in_zoho
AMZN6729807,59.99,24596907561,,missing_in_zoho
AMZN6766609,59.99,24596907561,,missing_in_zoho
AMZN6767429,59.99,24596907561,,missing_in_zoho
AMZN6862652,59.99,24596907561,,missing_in_zoho
AMZN6926639,59.99,24596907561,,missing_in_zoho
AMZN7071459,59.99,24596907561,,missing_in_zoho
AMZN7116204,59.99,24596907561,,missing_in_zoho
AMZN7133822,59.99,24596907561,,missing_in_zoho
AMZN7145054,59.99,24596907561,,missing_in_zoho
AMZN7229846,59.99,24596907561,,missing_in_zoho
AMZN7248211,59.99,24596907561,,missing_in_zoho
AMZN7309074,59.99,24596907561,,missing_in_zoho
AMZN7372200,59.99,24596907561,,missing_in_zoho
AMZN7492268,34.99,24596907561,,missing_in_zoho
AMZN7658647,59.99,24596907561,,missing_in_zoho
AMZN7681015,34.99,24596907561,,missing_in_zoho
AMZN7703462,59.99,24596907561,,missing_in_zoho
AMZN7859443,59.99,24596907561,,missing_in_zoho
AMZN7911412,59.99,24596907561,,missing_in_zoho
AMZN7937815,59.99,24596907561,,missing_in_zoho
AMZN8046643,34.99,24596907561,,missing_in_zoho
AMZN8120255,59.99,24596907561,,missing_in_zoho
AMZN8331458,34.99,24596907561,,missing_in_zoho
AMZN8454624,59.99,24596907561,,missing_in_zoho
AMZN8489020,59.99,24596907561,,missing_in_zoho
AMZN8502622,34.99,24596907561,,missing_in_zoho
AMZN8569065,59.99,24596907561,,missing_in_zoho
AMZN8648220,59.99,24596907561,,missing_in_zoho
AMZN8655404,59.99,24596907561,,missing_in_zoho
AMZN8748265,59.99,24596907561,,missing_in_zoho
AMZN8823443,59.99,24596907561,,missing_in_zoho
AMZN8896217,119.98,24596907561,,missing_in_zoho
AMZN8905857,59.99,24596907561,,missing_in_zoho
AMZN9155436,59.99,24596907561,,missing_in_zoho
AMZN9165048,59.99,24596907561,,missing_in_zoho
AMZN9175458,59.99,24596907561,,missing_in_zoho
AMZN9189046,34.99,24596907561,,missing_in_zoho
AMZN9250617,59.99,24596907561,,missing_in_zoho
AMZN9311424,119.98,24596907561,,missing_in_zoho
AMZN9332252,59.99,24596907561,,missing_in_zoho
AMZN9335477,34.99,24596907561,,missing_in_zoho
AMZN9426615,59.99,24596907561,,missing_in_zoho
AMZN9613058,59.99,24596907561,,missing_in_zoho
AMZN9699464,59.99,24596907561,,missing_in_zoho
AMZN9775446,59.99,24596907561,,missing_in_zoho
AMZN9830619,59.99,24596907561,,missing_in_zoho
AMZN9889819,59.99,24596907561,,missing_in_zoho
AMZN9953863,59.99,24596907561,,missing_in_zoho
