settlement_id,debits,credits,difference,balanced
23874396421,32.09,32.09,-0.0,True
23874397121,752.5,752.5,0.0,True
24288684721,3494.58,3494.58,0.0,True
24391894961,8927.89,8927.89,0.0,True
24495221541,13768.86,13768.86,0.0,True
24596907561,12978.59,12978.59,0.0,True
