report_date,date_range,gross_sales_ytd,expenses_ytd,invoice_count_ytd,journal_count_ytd,local_invoice_count_ytd,local_payment_count_ytd
2025-11-03 21:14:28,2025-01-01 to 2025-11-03,25129.81,12857.72,433,6,15772,201
