settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	shipment-fee-type	shipment-fee-amount	order-fee-type	order-fee-amount	fulfillment-id	posted-date	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	price-type	price-amount	item-related-fee-type	item-related-fee-amount	misc-fee-amount	other-fee-amount	other-fee-reason-description	promotion-id	promotion-type	promotion-amount	direct-payment-type	direct-payment-amount	other-amount
24596907561	2025-09-25T22:07:18+00:00	2025-10-09T22:07:18+00:00	2025-10-11T22:07:18+00:00	3894.24	CAD																														
24596907561						Order	702-2805774-3413005	702-2805774-3413005		BkhgqDbCq	Amazon.ca					AFN	2025-09-28T15:19:14+00:00	139722280670121			SALTT15-ALLT	1													
24596907561						Order	702-2805774-3413005	702-2805774-3413005		BkhgqDbCq	Amazon.ca					AFN	2025-09-28T15:19:14+00:00	139722280670121			SALTT15-ALLT		Principal	34.99											
24596907561						Order	702-2805774-3413005	702-2805774-3413005		BkhgqDbCq	Amazon.ca					AFN	2025-09-28T15:19:14+00:00	139722280670121			SALTT15-ALLT				FBAPerUnitFulfillmentFee	-6.12									
24596907561						Order	702-2805774-3413005	702-2805774-3413005		BkhgqDbCq	Amazon.ca					AFN	2025-09-28T15:19:14+00:00	139722280670121			SALTT15-ALLT				Commission	-5.62									
24596907561						Order	702-1320748-2054639	702-1320748-2054639		Bt3GnPTkq	Amazon.ca					AFN	2025-09-26T08:10:53+00:00	139595202556001			SALTT15-ALLT	1													
24596907561						Order	702-1320748-2054639	702-1320748-2054639		Bt3GnPTkq	Amazon.ca					AFN	2025-09-26T08:10:53+00:00	139595202556001			SALTT15-ALLT		Principal	34.99											
24596907561						Order	702-1320748-2054639	702-1320748-2054639		Bt3GnPTkq	Amazon.ca					AFN	2025-09-26T08:10:53+00:00	139595202556001			SALTT15-ALLT		Shipping	5.44											
24596907561						Order	702-1320748-2054639	702-1320748-2054639		Bt3GnPTkq	Amazon.ca					AFN	2025-09-26T08:10:53+00:00	139595202556001			SALTT15-ALLT				FBAPerUnitFulfillmentFee	-6.12									
24596907561						Order	702-1320748-2054639	702-1320748-2054639		Bt3GnPTkq	Amazon.ca					AFN	2025-09-26T08:10:53+00:00	139595202556001			SALTT15-ALLT				Commission	-5.62									
24596907561						Order	702-1320748-2054639	702-1320748-2054639		Bt3GnPTkq	Amazon.ca					AFN	2025-09-26T08:10:53+00:00	139595202556001			SALTT15-ALLT				ShippingChargeback	-5.44									
24596907561						Order	701-5862806-3751426	701-5862806-3751426		BBTb5RBJq	Amazon.ca					AFN	2025-09-28T03:13:50+00:00	139841893339241			SALTT30-CLEN	1													
24596907561						Order	701-5862806-3751426	701-5862806-3751426		BBTb5RBJq	Amazon.ca					AFN	2025-09-28T03:13:50+00:00	139841893339241			SALTT30-CLEN		Principal	59.99											
24596907561						Order	701-5862806-3751426	701-5862806-3751426		BBTb5RBJq	Amazon.ca					AFN	2025-09-28T03:13:50+00:00	139841893339241			SALTT30-CLEN				FBAPerUnitFulfillmentFee	-8.25									
24596907561						Order	701-5862806-3751426	701-5862806-3751426		BBTb5RBJq	Amazon.ca					AFN	2025-09-28T03:13:50+00:00	139841893339241			SALTT30-CLEN				Commission	-9.63									
24596907561						Order	701-5163304-9830619	701-5163304-9830619		Bf9kzQTmq	Amazon.ca					AFN	2025-09-27T15:10:44+00:00	139563879343561			SALTT30-FRUT	1													
24596907561						Order	701-5163304-9830619	701-5163304-9830619		Bf9kzQTmq	Amazon.ca					AFN	2025-09-27T15:10:44+00:00	139563879343561			SALTT30-FRUT		Principal	59.99											
24596907561						Order	701-5163304-9830619	701-5163304-9830619		Bf9kzQTmq	Amazon.ca					AFN	2025-09-27T15:10:44+00:00	139563879343561			SALTT30-FRUT				FBAPerUnitFulfillmentFee	-8.11									
24596907561						Order	701-5163304-9830619	701-5163304-9830619		Bf9kzQTmq	Amazon.ca					AFN	2025-09-27T15:10:44+00:00	139563879343561			SALTT30-FRUT				Commission	-9.63									
24596907561						Order	701-8176549-7372200	701-8176549-7372200		Bf9kvzctq	Amazon.ca					AFN	2025-09-27T19:26:55+00:00	139561997812841			SALTT30-ULTA	1													
24596907561						Order	701-8176549-7372200	701-8176549-7372200		Bf9kvzctq	Amazon.ca					AFN	2025-09-27T19:26:55+00:00	139561997812841			SALTT30-ULTA		Principal	59.99											
24596907561						Order	701-8176549-7372200	701-8176549-7372200		Bf9kvzctq	Amazon.ca					AFN	2025-09-27T19:26:55+00:00	139561997812841			SALTT30-ULTA				FBAPerUnitFulfillmentFee	-8.83									
24596907561						Order	701-8176549-7372200	701-8176549-7372200		Bf9kvzctq	Amazon.ca					AFN	2025-09-27T19:26:55+00:00	139561997812841			SALTT30-ULTA				Commission	-9.63									
