settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	shipment-fee-type	shipment-fee-amount	order-fee-type	order-fee-amount	fulfillment-id	posted-date	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	price-type	price-amount	item-related-fee-type	item-related-fee-amount	misc-fee-amount	other-fee-amount	other-fee-reason-description	promotion-id	promotion-type	promotion-amount	direct-payment-type	direct-payment-amount	other-amount
24288684721	2025-08-14T22:07:18+00:00	2025-08-28T22:07:19+00:00	2025-08-30T22:07:19+00:00	1016.08	CAD																														
24288684721						Order	701-0590237-2315442	701-0590237-2315442		B730ntc0C	Amazon.ca					AFN	2025-08-18T02:48:54+00:00	136104483693001			SALTT30-ALLT	1													
24288684721						Order	701-0590237-2315442	701-0590237-2315442		B730ntc0C	Amazon.ca					AFN	2025-08-18T02:48:54+00:00	136104483693001			SALTT30-ALLT		Principal	60.00											
24288684721						Order	701-0590237-2315442	701-0590237-2315442		B730ntc0C	Amazon.ca					AFN	2025-08-18T02:48:54+00:00	136104483693001			SALTT30-ALLT				FBAPerUnitFulfillmentFee	-8.25									
24288684721						Order	701-0590237-2315442	701-0590237-2315442		B730ntc0C	Amazon.ca					AFN	2025-08-18T02:48:54+00:00	136104483693001			SALTT30-ALLT				Commission	-9.63									
24288684721						Order	701-0590237-2315442	701-0590237-2315442		B730ntc0C	Amazon.ca					AFN	2025-08-18T02:48:54+00:00	136104483693001			SALTT30-ALLT				DigitalServicesFee	-0.29									
24288684721						Order	702-7788328-2040201	702-7788328-2040201		BhGrlBwpC	Amazon.ca					AFN	2025-08-19T12:38:44+00:00	136228575316641			SALTT30-FRUT	1													
24288684721						Order	702-7788328-2040201	702-7788328-2040201		BhGrlBwpC	Amazon.ca					AFN	2025-08-19T12:38:44+00:00	136228575316641			SALTT30-FRUT		Principal	60.00											
24288684721						Order	702-7788328-2040201	702-7788328-2040201		BhGrlBwpC	Amazon.ca					AFN	2025-08-19T12:38:44+00:00	136228575316641			SALTT30-FRUT				FBAPerUnitFulfillmentFee	-8.68									
24288684721						Order	702-7788328-2040201	702-7788328-2040201		BhGrlBwpC	Amazon.ca					AFN	2025-08-19T12:38:44+00:00	136228575316641			SALTT30-FRUT				Commission	-9.63									
24288684721						Order	702-7788328-2040201	702-7788328-2040201		BhGrlBwpC	Amazon.ca					AFN	2025-08-19T12:38:44+00:00	136228575316641			SALTT30-FRUT				DigitalServicesFee	-0.29									
24288684721						Order	701-9796273-4176203	701-9796273-4176203		Bkf1xvvjC	Amazon.ca					AFN	2025-08-24T09:31:48+00:00	136473437774641			SALTT30-ULTA	1													
24288684721						Order	701-9796273-4176203	701-9796273-4176203		Bkf1xvvjC	Amazon.ca					AFN	2025-08-24T09:31:48+00:00	136473437774641			SALTT30-ULTA		Principal	60.00											
24288684721						Order	701-9796273-4176203	701-9796273-4176203		Bkf1xvvjC	Amazon.ca					AFN	2025-08-24T09:31:48+00:00	136473437774641			SALTT30-ULTA				FBAPerUnitFulfillmentFee	-8.25									
24288684721						Order	701-9796273-4176203	701-9796273-4176203		Bkf1xvvjC	Amazon.ca					AFN	2025-08-24T09:31:48+00:00	136473437774641			SALTT30-ULTA				Commission	-9.63									
